month,urate,vrate,t,urate_1,vrate_1,curate,cvrate
11292.0,3.8,4.0,1,,,,
11323.0,4.1,4.1,2,3.799999952316284,4.0,0.30000001192092896,0.10000000149011612
11354.0,4.1,3.7,3,4.099999904632568,4.099999904632568,0.0,-0.4000000059604645
11382.0,4.1,3.7,4,4.099999904632568,3.700000047683716,0.0,0.0
11413.0,4.2,3.6,5,4.099999904632568,3.700000047683716,0.10000000149011612,-0.10000000149011612
11443.0,4.3,3.5,6,4.199999809265137,3.5999999046325684,0.10000000149011612,-0.10000000149011612
11474.0,4.4,3.3,7,4.300000190734863,3.5,0.10000000149011612,-0.20000000298023224
11504.0,4.5,3.3,8,4.400000095367432,3.299999952316284,0.10000000149011612,0.0
11535.0,4.8,3.2,9,4.5,3.299999952316284,0.30000001192092896,-0.10000000149011612
11566.0,5.0,3.2,10,4.800000190734863,3.200000047683716,0.20000000298023224,0.0
11596.0,5.3,2.8,11,5.0,3.200000047683716,0.30000001192092896,-0.4000000059604645
11627.0,5.5,2.8,12,5.300000190734863,2.799999952316284,0.20000000298023224,0.0
11657.0,5.8,2.8,13,5.5,2.799999952316284,0.30000001192092896,0.0
11688.0,5.8,2.8,14,5.800000190734863,2.799999952316284,0.0,0.0
11719.0,5.9,2.6,15,5.800000190734863,2.799999952316284,0.10000000149011612,-0.20000000298023224
11747.0,5.8,2.8,16,5.900000095367432,2.5999999046325684,-0.10000000149011612,0.20000000298023224
11778.0,6.1,2.7,17,5.800000190734863,2.799999952316284,0.30000001192092896,-0.10000000149011612
11808.0,5.9,2.7,18,6.099999904632568,2.700000047683716,-0.20000000298023224,0.0
11839.0,5.9,2.6,19,5.900000095367432,2.700000047683716,0.0,-0.10000000149011612
11869.0,5.9,2.7,20,5.900000095367432,2.5999999046325684,0.0,0.10000000149011612
11900.0,5.8,2.7,21,5.900000095367432,2.700000047683716,-0.10000000149011612,0.0
11931.0,5.7,2.6,22,5.800000190734863,2.700000047683716,-0.10000000149011612,-0.10000000149011612
11961.0,5.8,2.8,23,5.699999809265137,2.5999999046325684,0.10000000149011612,0.20000000298023224
11992.0,6.0,2.8,24,5.800000190734863,2.799999952316284,0.20000000298023224,0.0
12022.0,6.1,2.4,25,6.0,2.799999952316284,0.10000000149011612,-0.4000000059604645
12053.0,6.0,2.9,26,6.099999904632568,2.4000000953674316,-0.10000000149011612,0.5
12084.0,6.0,2.7,27,6.0,2.9000000953674316,0.0,-0.20000000298023224
12112.0,6.0,2.4,28,6.0,2.700000047683716,0.0,-0.30000001192092896
12143.0,6.2,2.5,29,6.0,2.4000000953674316,0.20000000298023224,0.10000000149011612
12173.0,6.2,2.5,30,6.199999809265137,2.5,0.0,0.0
12204.0,6.4,2.5,31,6.199999809265137,2.5,0.20000000298023224,0.0
12234.0,6.3,2.5,32,6.400000095367432,2.5,-0.10000000149011612,0.0
12265.0,6.2,2.6,33,6.300000190734863,2.5,-0.10000000149011612,0.10000000149011612
12296.0,6.1,2.5,34,6.199999809265137,2.5999999046325684,-0.10000000149011612,-0.10000000149011612
12326.0,6.1,2.5,35,6.099999904632568,2.5,0.0,0.0
12357.0,6.0,2.7,36,6.099999904632568,2.5,-0.10000000149011612,0.20000000298023224
12387.0,5.8,2.6,37,6.0,2.700000047683716,-0.20000000298023224,-0.10000000149011612
12418.0,5.7,2.7,38,5.800000190734863,2.5999999046325684,-0.10000000149011612,0.10000000149011612
12449.0,5.6,2.8,39,5.699999809265137,2.700000047683716,-0.10000000149011612,0.10000000149011612
12478.0,5.8,2.7,40,5.599999904632568,2.799999952316284,0.20000000298023224,-0.10000000149011612
12509.0,5.6,2.8,41,5.800000190734863,2.700000047683716,-0.20000000298023224,0.10000000149011612
12539.0,5.7,2.9,42,5.599999904632568,2.799999952316284,0.10000000149011612,0.10000000149011612
12570.0,5.6,2.7,43,5.699999809265137,2.9000000953674316,-0.10000000149011612,-0.20000000298023224
12600.0,5.6,3.1,44,5.599999904632568,2.700000047683716,0.0,0.4000000059604645
12631.0,5.4,2.9,45,5.599999904632568,3.0999999046325684,-0.20000000298023224,-0.20000000298023224
12662.0,5.5,3.0,46,5.400000095367432,2.9000000953674316,0.10000000149011612,0.10000000149011612
12692.0,5.4,3.0,47,5.5,3.0,-0.10000000149011612,0.0
12723.0,5.4,2.7,48,5.400000095367432,3.0,0.0,-0.30000001192092896
12753.0,5.4,3.0,49,5.400000095367432,2.700000047683716,0.0,0.30000001192092896
12784.0,5.2,2.9,50,5.400000095367432,3.0,-0.20000000298023224,-0.10000000149011612
12815.0,5.4,3.0,51,5.199999809265137,2.9000000953674316,0.20000000298023224,0.10000000149011612
12843.0,5.1,3.1,52,5.400000095367432,3.0,-0.30000001192092896,0.10000000149011612
12874.0,5.1,3.2,53,5.099999904632568,3.0999999046325684,0.0,0.10000000149011612
12904.0,5.0,3.1,54,5.099999904632568,3.200000047683716,-0.10000000149011612,-0.10000000149011612
12935.0,5.0,3.2,55,5.0,3.0999999046325684,0.0,0.10000000149011612
12965.0,4.9,3.2,56,5.0,3.200000047683716,-0.10000000149011612,0.0
12996.0,4.9,3.2,57,4.900000095367432,3.200000047683716,0.0,0.0
13027.0,5.0,3.3,58,4.900000095367432,3.200000047683716,0.10000000149011612,0.10000000149011612
13057.0,4.9,3.3,59,5.0,3.299999952316284,-0.10000000149011612,0.0
13088.0,4.9,3.5,60,4.900000095367432,3.299999952316284,0.0,0.20000000298023224
13118.0,4.7,3.3,61,4.900000095367432,3.5,-0.20000000298023224,-0.20000000298023224
13149.0,4.7,3.3,62,4.699999809265137,3.299999952316284,0.0,0.0
13180.0,4.7,3.3,63,4.699999809265137,3.299999952316284,0.0,0.0
13208.0,4.6,3.4,64,4.699999809265137,3.299999952316284,-0.10000000149011612,0.10000000149011612
13239.0,4.7,3.4,65,4.599999904632568,3.4000000953674316,0.10000000149011612,0.0
13269.0,4.5,3.4,66,4.699999809265137,3.4000000953674316,-0.20000000298023224,0.0
13300.0,4.5,3.3,67,4.5,3.4000000953674316,0.0,-0.10000000149011612
13330.0,4.6,3.0,68,4.5,3.299999952316284,0.10000000149011612,-0.30000001192092896
13361.0,4.6,3.4,69,4.599999904632568,3.0,0.0,0.4000000059604645
13392.0,4.4,3.4,70,4.599999904632568,3.4000000953674316,-0.20000000298023224,0.0
13422.0,4.3,3.4,71,4.400000095367432,3.4000000953674316,-0.10000000149011612,0.0
13453.0,4.4,3.6,72,4.300000190734863,3.4000000953674316,0.10000000149011612,0.20000000298023224
13483.0,4.4,3.5,73,4.400000095367432,3.5999999046325684,0.0,-0.10000000149011612
13514.0,4.6,3.5,74,4.400000095367432,3.5,0.20000000298023224,0.0
13545.0,4.4,3.4,75,4.599999904632568,3.5,-0.20000000298023224,-0.10000000149011612
13573.0,4.4,3.6,76,4.400000095367432,3.4000000953674316,0.0,0.20000000298023224
13604.0,4.4,3.4,77,4.400000095367432,3.5999999046325684,0.0,-0.20000000298023224
13634.0,4.3,3.4,78,4.400000095367432,3.4000000953674316,-0.10000000149011612,0.0
13665.0,4.5,3.6,79,4.300000190734863,3.4000000953674316,0.20000000298023224,0.20000000298023224
13695.0,4.6,3.3,80,4.5,3.5999999046325684,0.10000000149011612,-0.30000001192092896
13726.0,4.6,3.4,81,4.599999904632568,3.299999952316284,0.0,0.10000000149011612
13757.0,4.7,3.4,82,4.599999904632568,3.4000000953674316,0.10000000149011612,0.0
13787.0,4.7,3.2,83,4.699999809265137,3.4000000953674316,0.0,-0.20000000298023224
13818.0,4.6,3.3,84,4.699999809265137,3.200000047683716,-0.10000000149011612,0.10000000149011612
13848.0,4.9,3.2,85,4.599999904632568,3.299999952316284,0.30000001192092896,-0.10000000149011612
13879.0,4.9,3.2,86,4.900000095367432,3.200000047683716,0.0,0.0
13910.0,4.8,3.0,87,4.900000095367432,3.200000047683716,-0.10000000149011612,-0.20000000298023224
13939.0,5.0,3.0,88,4.800000190734863,3.0,0.20000000298023224,0.0
13970.0,5.0,3.0,89,5.0,3.0,0.0,0.0
14000.0,5.4,3.0,90,5.0,3.0,0.4000000059604645,0.0
14031.0,5.6,2.8,91,5.400000095367432,3.0,0.20000000298023224,-0.20000000298023224
14061.0,5.8,2.8,92,5.599999904632568,2.799999952316284,0.20000000298023224,0.0
14092.0,6.3,2.8,93,5.800000190734863,2.799999952316284,0.5,0.0
14123.0,6.2,2.4,94,6.300000190734863,2.799999952316284,-0.10000000149011612,-0.4000000059604645
14153.0,6.7,2.6,95,6.199999809265137,2.4000000953674316,0.5,0.20000000298023224
14184.0,7.0,2.4,96,6.699999809265137,2.5999999046325684,0.30000001192092896,-0.20000000298023224
14214.0,7.6,2.4,97,7.0,2.4000000953674316,0.6000000238418579,0.0
14245.0,8.2,2.1,98,7.599999904632568,2.4000000953674316,0.6000000238418579,-0.30000001192092896
14276.0,8.9,2.2,99,8.199999809265137,2.0999999046325684,0.699999988079071,0.10000000149011612
14304.0,9.4,2.0,100,8.899999618530273,2.200000047683716,0.5,-0.20000000298023224
14335.0,9.6,1.8,101,9.399999618530273,2.0,0.20000000298023224,-0.20000000298023224
14365.0,10.1,1.9,102,9.600000381469727,1.7999999523162842,0.5,0.10000000149011612
14396.0,10.3,1.9,103,10.100000381469727,1.899999976158142,0.20000000298023224,0.0
14426.0,10.2,1.7,104,10.300000190734863,1.899999976158142,-0.10000000149011612,-0.20000000298023224
14457.0,10.5,1.8,105,10.199999809265137,1.7000000476837158,0.30000001192092896,0.10000000149011612
14488.0,10.6,2.0,106,10.5,1.7999999523162842,0.10000000149011612,0.20000000298023224
14518.0,10.9,1.8,107,10.600000381469727,2.0,0.30000001192092896,-0.20000000298023224
14549.0,10.8,1.9,108,10.899999618530273,1.7999999523162842,-0.10000000149011612,0.10000000149011612
14579.0,10.8,1.9,109,10.800000190734863,1.899999976158142,0.0,0.0
14610.0,10.6,2.1,110,10.800000190734863,1.899999976158142,-0.20000000298023224,0.20000000298023224
14641.0,10.6,2.0,111,10.600000381469727,2.0999999046325684,0.0,-0.10000000149011612
14669.0,10.6,2.1,112,10.600000381469727,2.0,0.0,0.10000000149011612
14700.0,10.6,2.3,113,10.600000381469727,2.0999999046325684,0.0,0.20000000298023224
14730.0,10.3,2.3,114,10.600000381469727,2.299999952316284,-0.30000001192092896,0.0
14761.0,10.1,2.1,115,10.300000190734863,2.299999952316284,-0.20000000298023224,-0.20000000298023224
14791.0,10.2,2.4,116,10.100000381469727,2.0999999046325684,0.10000000149011612,0.30000001192092896
14822.0,10.3,2.4,117,10.199999809265137,2.4000000953674316,0.10000000149011612,0.0
14853.0,10.3,2.2,118,10.300000190734863,2.4000000953674316,0.0,-0.20000000298023224
14883.0,10.3,2.4,119,10.300000190734863,2.200000047683716,0.0,0.20000000298023224
14914.0,10.7,2.5,120,10.300000190734863,2.4000000953674316,0.4000000059604645,0.10000000149011612
14944.0,10.2,2.3,121,10.699999809265137,2.5,-0.5,-0.20000000298023224
14975.0,9.7,2.3,122,10.199999809265137,2.299999952316284,-0.5,0.0
15006.0,9.5,2.4,123,9.699999809265137,2.299999952316284,-0.20000000298023224,0.10000000149011612
15034.0,9.5,2.6,124,9.5,2.4000000953674316,0.0,0.20000000298023224
15065.0,9.6,2.4,125,9.5,2.5999999046325684,0.10000000149011612,-0.20000000298023224
15095.0,9.7,2.5,126,9.600000381469727,2.4000000953674316,0.10000000149011612,0.10000000149011612
15126.0,9.7,2.6,127,9.699999809265137,2.5,0.0,0.10000000149011612
15156.0,9.8,2.7,128,9.699999809265137,2.5999999046325684,0.10000000149011612,0.10000000149011612
15187.0,9.7,2.5,129,9.800000190734863,2.700000047683716,-0.10000000149011612,-0.20000000298023224
15218.0,9.8,2.7,130,9.699999809265137,2.5,0.10000000149011612,0.20000000298023224
15248.0,9.5,2.7,131,9.800000190734863,2.700000047683716,-0.30000001192092896,0.0
15279.0,9.2,2.6,132,9.5,2.700000047683716,-0.30000001192092896,-0.10000000149011612
15309.0,9.0,2.8,133,9.199999809265137,2.5999999046325684,-0.20000000298023224,0.20000000298023224
15340.0,8.8,2.7,134,9.0,2.799999952316284,-0.20000000298023224,-0.10000000149011612
15371.0,8.8,2.7,135,8.800000190734863,2.700000047683716,0.0,0.0
