educ,south,nonwhite,female,married,exper,expersq,union,lwage,age,year,y85,y85fem,y85educ,y85union
12,0,0,0,0,8,64,0,1.215000033378601,25,78,0,0,0,0
12,0,0,1,1,30,900,1,1.6094000339508057,47,78,0,0,0,0
6,0,0,0,1,38,1444,1,2.1401000022888184,49,78,0,0,0,0
12,0,0,0,1,19,361,1,2.073199987411499,36,78,0,0,0,0
12,0,0,0,1,11,121,0,1.6490000486373901,28,78,0,0,0,0
8,0,0,0,1,43,1849,0,1.7148000001907349,56,78,0,0,0,0
11,0,0,0,0,2,4,0,1.0986000299453735,18,78,0,0,0,0
15,0,0,1,0,9,81,0,1.8325999975204468,29,78,0,0,0,0
16,0,0,1,0,17,289,0,0.35670000314712524,38,78,0,0,0,0
15,0,0,0,1,23,529,1,2.1547000408172607,43,78,0,0,0,0
15,0,0,0,1,39,1521,1,1.9867000579833984,59,78,0,0,0,0
12,0,0,1,1,5,25,1,1.704699993133545,22,78,0,0,0,0
11,0,0,0,1,27,729,1,2.1101999282836914,43,78,0,0,0,0
12,0,0,0,1,29,841,0,1.8325999975204468,46,78,0,0,0,0
12,0,0,0,0,7,49,0,1.3083000183105469,24,78,0,0,0,0
12,0,0,1,0,42,1764,1,2.2300000190734863,59,78,0,0,0,0
18,0,0,0,1,35,1225,1,2.525700092315674,58,78,0,0,0,0
18,0,0,1,1,31,961,1,2.397900104522705,54,78,0,0,0,0
6,0,0,0,1,24,576,0,1.2527999877929688,35,78,0,0,0,0
14,0,1,0,1,14,196,1,2.079400062561035,33,78,0,0,0,0
12,0,0,1,0,40,1600,1,2.014899969100952,57,78,0,0,0,0
12,0,0,1,0,10,100,0,1.2039999961853027,27,78,0,0,0,0
13,0,0,1,0,3,9,0,1.386299967765808,21,78,0,0,0,0
13,0,0,0,0,2,4,0,1.2310999631881714,20,78,0,0,0,0
15,0,0,0,0,7,49,0,1.50409996509552,27,78,0,0,0,0
16,0,0,0,0,29,841,0,2.5996999740600586,50,78,0,0,0,0
13,0,0,0,1,27,729,1,2.23799991607666,45,78,0,0,0,0
18,0,0,0,0,8,64,0,2.3538999557495117,31,78,0,0,0,0
10,0,0,0,1,6,36,1,2.525700092315674,21,78,0,0,0,0
14,0,0,1,0,2,4,0,0.9361000061035156,21,78,0,0,0,0
8,0,0,0,0,36,1296,1,2.014899969100952,49,78,0,0,0,0
15,0,0,1,1,23,529,1,1.1313999891281128,43,78,0,0,0,0
8,0,0,1,1,48,2304,1,1.6582000255584717,61,78,0,0,0,0
12,0,0,0,0,21,441,1,2.067699909210205,38,78,0,0,0,0
8,0,0,0,1,11,121,1,2.0820000171661377,24,78,0,0,0,0
12,0,0,1,1,26,676,1,2.1547000408172607,43,78,0,0,0,0
16,0,0,1,1,10,100,0,1.9671000242233276,31,78,0,0,0,0
14,0,0,0,1,37,1369,0,2.7592999935150146,56,78,0,0,0,0
13,0,0,0,1,21,441,0,1.2971999645233154,39,78,0,0,0,0
16,0,0,1,1,21,441,0,1.2527999877929688,42,78,0,0,0,0
13,0,0,0,0,6,36,1,2.3749001026153564,24,78,0,0,0,0
12,0,0,0,1,25,625,1,1.6368000507354736,42,78,0,0,0,0
13,0,0,0,0,5,25,0,1.232100009918213,23,78,0,0,0,0
11,0,0,0,0,13,169,1,1.7491999864578247,29,78,0,0,0,0
16,0,0,0,0,15,225,0,2.3025999069213867,36,78,0,0,0,0
12,0,0,1,1,8,64,0,1.5580999851226807,25,78,0,0,0,0
10,0,0,0,1,8,64,1,1.6094000339508057,23,78,0,0,0,0
14,0,0,0,1,11,121,0,1.5580999851226807,30,78,0,0,0,0
12,0,1,0,1,34,1156,1,2.0541000366210938,51,78,0,0,0,0
13,0,0,0,0,8,64,0,1.8325999975204468,26,78,0,0,0,0
12,0,0,0,1,36,1296,0,1.9458999633789062,53,78,0,0,0,0
12,0,0,1,1,30,900,0,1.8325999975204468,47,78,0,0,0,0
16,0,0,1,1,5,25,1,1.1856000423431396,26,78,0,0,0,0
11,0,0,1,1,13,169,0,0.9118000268936157,29,78,0,0,0,0
11,0,0,0,0,2,4,1,1.8717999458312988,18,78,0,0,0,0
9,0,0,0,1,12,144,1,1.9458999633789062,26,78,0,0,0,0
18,0,0,0,1,24,576,0,2.169100046157837,47,78,0,0,0,0
12,0,1,0,1,17,289,1,2.014899969100952,34,78,0,0,0,0
8,0,0,0,1,50,2500,0,1.6447999477386475,63,78,0,0,0,0
18,0,0,0,1,8,64,0,2.1071999073028564,31,78,0,0,0,0
12,0,0,1,0,11,121,1,1.6291999816894531,28,78,0,0,0,0
12,0,0,0,1,7,49,0,1.059399962425232,24,78,0,0,0,0
17,0,0,1,1,26,676,1,2.169100046157837,48,78,0,0,0,0
8,0,0,0,1,19,361,0,1.3217999935150146,32,78,0,0,0,0
12,0,1,1,0,13,169,1,1.8554999828338623,30,78,0,0,0,0
12,0,0,0,1,9,81,1,1.7491999864578247,26,78,0,0,0,0
14,0,0,0,1,38,1444,0,1.9660999774932861,57,78,0,0,0,0
12,0,0,0,0,4,16,0,1.198199987411499,21,78,0,0,0,0
14,0,0,1,0,11,121,0,1.927899956703186,30,78,0,0,0,0
10,0,0,0,1,43,1849,0,2.3025999069213867,58,78,0,0,0,0
11,0,1,0,1,15,225,0,1.386299967765808,31,78,0,0,0,0
12,0,1,0,1,31,961,1,-0.4699999988079071,48,78,0,0,0,0
6,0,1,0,1,44,1936,1,1.3150999546051025,55,78,0,0,0,0
16,0,0,0,1,16,256,0,2.899399995803833,37,78,0,0,0,0
12,0,0,0,1,25,625,1,1.9981000423431396,42,78,0,0,0,0
14,0,0,0,1,19,361,1,1.704699993133545,38,78,0,0,0,0
12,0,0,1,0,3,9,0,1.1786999702453613,20,78,0,0,0,0
13,0,0,1,0,14,196,0,1.6094000339508057,32,78,0,0,0,0
12,0,0,0,1,30,900,0,2.014899969100952,47,78,0,0,0,0
12,0,0,0,1,32,1024,1,2.4848999977111816,49,78,0,0,0,0
10,0,0,0,1,48,2304,1,2.079400062561035,63,78,0,0,0,0
12,0,0,0,0,36,1296,1,2.1401000022888184,53,78,0,0,0,0
12,0,0,1,1,7,49,1,1.582800030708313,24,78,0,0,0,0
12,0,0,0,1,19,361,1,2.3345999717712402,36,78,0,0,0,0
18,0,0,0,0,11,121,0,1.6503000259399414,34,78,0,0,0,0
13,0,0,0,1,32,1024,1,1.5476000308990479,50,78,0,0,0,0
12,0,0,1,1,10,100,0,1.7706999778747559,27,78,0,0,0,0
14,0,0,1,0,3,9,0,1.6094000339508057,22,78,0,0,0,0
16,0,0,1,1,10,100,0,1.294700026512146,31,78,0,0,0,0
16,0,0,1,1,9,81,0,2.0401999950408936,30,78,0,0,0,0
12,0,0,1,1,13,169,1,1.3217999935150146,30,78,0,0,0,0
12,0,0,0,1,20,400,0,1.8562999963760376,37,78,0,0,0,0
12,0,0,0,1,30,900,1,2.1101999282836914,47,78,0,0,0,0
12,0,0,0,1,10,100,1,2.3631999492645264,27,78,0,0,0,0
18,0,0,1,0,17,289,0,0.6707000136375427,40,78,0,0,0,0
10,0,0,0,1,7,49,1,1.5789999961853027,22,78,0,0,0,0
8,0,0,0,1,32,1024,0,2.1401000022888184,45,78,0,0,0,0
9,0,0,0,1,36,1296,1,1.6629999876022339,50,78,0,0,0,0
14,0,0,0,1,43,1849,0,2.6126999855041504,62,78,0,0,0,0
16,0,0,0,1,9,81,0,2.169100046157837,30,78,0,0,0,0
8,0,0,0,1,41,1681,1,1.6094000339508057,54,78,0,0,0,0
12,0,0,0,1,21,441,1,2.079400062561035,38,78,0,0,0,0
14,0,0,0,1,26,676,0,1.5140999555587769,45,78,0,0,0,0
12,0,0,1,1,21,441,0,1.1907000541687012,38,78,0,0,0,0
12,0,0,1,1,42,1764,0,1.7918000221252441,59,78,0,0,0,0
12,0,0,0,1,41,1681,0,2.2300000190734863,58,78,0,0,0,0
13,0,0,1,1,22,484,0,0.9746000170707703,40,78,0,0,0,0
18,0,0,0,1,10,100,0,2.0411999225616455,33,78,0,0,0,0
12,0,0,0,0,3,9,1,1.7918000221252441,20,78,0,0,0,0
14,0,0,0,0,14,196,0,2.1628000736236572,33,78,0,0,0,0
12,0,0,0,1,24,576,1,2.4848999977111816,41,78,0,0,0,0
12,0,0,0,1,13,169,1,1.7918000221252441,30,78,0,0,0,0
12,0,0,1,0,41,1681,1,1.6956000328063965,58,78,0,0,0,0
14,0,0,0,1,16,256,0,2.525700092315674,35,78,0,0,0,0
12,1,0,0,0,3,9,0,0.9746000170707703,20,78,0,0,0,0
16,1,0,0,1,27,729,0,2.1089999675750732,48,78,0,0,0,0
7,1,0,1,0,31,961,0,1.294700026512146,43,78,0,0,0,0
11,1,0,1,0,2,4,0,0.9746000170707703,18,78,0,0,0,0
12,1,0,0,1,19,361,0,1.2237999439239502,36,78,0,0,0,0
1,1,0,0,1,47,2209,0,1.2039999961853027,53,78,0,0,0,0
12,1,0,0,0,1,1,0,1.0472999811172485,18,78,0,0,0,0
9,1,0,0,1,5,25,0,1.8215999603271484,19,78,0,0,0,0
12,1,1,1,0,38,1444,1,1.1394000053405762,55,78,0,0,0,0
12,1,0,1,0,2,4,0,0.9162999987602234,19,78,0,0,0,0
12,1,0,0,1,19,361,0,2.2083001136779785,36,78,0,0,0,0
12,1,0,0,1,38,1444,1,2.169100046157837,55,78,0,0,0,0
12,1,0,0,1,22,484,0,1.7918000221252441,39,78,0,0,0,0
12,1,0,0,1,6,36,0,1.386299967765808,23,78,0,0,0,0
13,1,0,1,1,15,225,0,1.8717999458312988,33,78,0,0,0,0
12,1,0,0,1,27,729,0,1.2039999961853027,44,78,0,0,0,0
12,1,0,1,0,1,1,0,1.2164000272750854,18,78,0,0,0,0
17,1,0,1,1,12,144,0,1.909500002861023,34,78,0,0,0,0
16,1,0,0,1,31,961,0,1.7635999917984009,52,78,0,0,0,0
10,1,0,0,1,18,324,0,1.295799970626831,33,78,0,0,0,0
7,1,1,1,0,33,1089,0,1.3217999935150146,45,78,0,0,0,0
6,1,0,0,0,39,1521,0,1.5669000148773193,50,78,0,0,0,0
16,1,0,0,0,4,16,0,1.6094000339508057,25,78,0,0,0,0
14,1,0,1,0,4,16,0,1.4291000366210938,23,78,0,0,0,0
14,1,0,1,0,2,4,0,1.6582000255584717,21,78,0,0,0,0
17,1,0,0,0,4,16,0,1.9057999849319458,26,78,0,0,0,0
13,1,0,1,0,21,441,1,2.014899969100952,39,78,0,0,0,0
4,1,0,0,0,13,169,0,0.9555000066757202,22,78,0,0,0,0
17,1,0,0,1,18,324,0,2.6454999446868896,40,78,0,0,0,0
14,1,0,1,0,9,81,0,2.526900053024292,28,78,0,0,0,0
16,1,0,0,0,8,64,0,1.6094000339508057,29,78,0,0,0,0
10,1,1,0,1,35,1225,0,1.386299967765808,50,78,0,0,0,0
6,1,0,1,1,17,289,0,1.0647000074386597,28,78,0,0,0,0
13,0,0,0,0,1,1,0,1.5261000394821167,19,78,0,0,0,0
16,0,0,0,1,3,9,1,1.4469000101089478,24,78,0,0,0,0
10,0,0,0,1,41,1681,1,1.8717999458312988,56,78,0,0,0,0
12,0,0,1,1,41,1681,1,3.0564000606536865,58,78,0,0,0,0
18,0,0,0,1,36,1296,0,1.8839000463485718,59,78,0,0,0,0
10,0,1,1,1,16,256,1,1.2527999877929688,31,78,0,0,0,0
12,0,1,1,0,36,1296,1,1.5892000198364258,53,78,0,0,0,0
12,0,1,0,1,39,1521,0,1.8205000162124634,56,78,0,0,0,0
13,0,0,0,1,2,4,0,1.7918000221252441,20,78,0,0,0,0
15,0,0,0,1,8,64,0,1.8136999607086182,28,78,0,0,0,0
12,0,0,0,1,35,1225,0,2.197200059890747,52,78,0,0,0,0
12,0,0,1,0,12,144,0,1.6606999635696411,29,78,0,0,0,0
12,0,0,1,0,11,121,0,1.6094000339508057,28,78,0,0,0,0
18,0,1,1,0,10,100,0,1.8839000463485718,33,78,0,0,0,0
16,0,1,1,0,3,9,0,1.3217999935150146,24,78,0,0,0,0
10,0,0,0,1,48,2304,1,1.2527999877929688,63,78,0,0,0,0
15,0,0,0,0,20,400,1,2.494999885559082,40,78,0,0,0,0
6,0,0,0,1,51,2601,1,1.8717999458312988,62,78,0,0,0,0
12,0,0,1,1,12,144,0,1.2237999439239502,29,78,0,0,0,0
10,0,0,0,1,26,676,0,1.7384999990463257,41,78,0,0,0,0
9,0,0,1,1,34,1156,1,2.079400062561035,48,78,0,0,0,0
13,0,0,1,1,35,1225,0,1.4452999830245972,53,78,0,0,0,0
12,0,0,1,0,12,144,0,1.4469000101089478,29,78,0,0,0,0
11,0,0,0,0,5,25,0,1.2878999710083008,21,78,0,0,0,0
14,0,0,0,0,8,64,0,1.7491999864578247,27,78,0,0,0,0
12,0,0,0,1,29,841,1,2.0476999282836914,46,78,0,0,0,0
7,0,0,0,1,38,1444,1,1.8325999975204468,50,78,0,0,0,0
12,0,0,0,1,33,1089,0,1.3986999988555908,50,78,0,0,0,0
8,0,0,0,1,42,1764,0,1.8325999975204468,55,78,0,0,0,0
16,0,0,0,0,1,1,0,1.93149995803833,22,78,0,0,0,0
13,0,1,0,0,17,289,1,1.9577000141143799,35,78,0,0,0,0
16,0,0,1,1,5,25,0,1.8325999975204468,26,78,0,0,0,0
12,0,0,1,0,13,169,0,1.2527999877929688,30,78,0,0,0,0
12,0,0,1,1,23,529,0,1.2383999824523926,40,78,0,0,0,0
16,0,0,1,1,12,144,1,0.613099992275238,33,78,0,0,0,0
12,0,1,0,1,20,400,1,2.014899969100952,37,78,0,0,0,0
13,0,0,0,1,33,1089,0,2.169100046157837,51,78,0,0,0,0
9,0,0,0,1,22,484,0,1.4299999475479126,36,78,0,0,0,0
10,0,0,1,0,27,729,1,1.6404999494552612,42,78,0,0,0,0
14,0,0,0,1,9,81,1,1.927899956703186,28,78,0,0,0,0
16,0,0,0,0,5,25,0,1.9809999465942383,26,78,0,0,0,0
12,0,0,0,1,8,64,0,1.5580999851226807,25,78,0,0,0,0
12,0,0,0,1,32,1024,1,2.169100046157837,49,78,0,0,0,0
11,0,0,0,1,12,144,1,2.014899969100952,28,78,0,0,0,0
16,0,0,0,0,2,4,0,1.9772000312805176,23,78,0,0,0,0
12,0,0,0,1,32,1024,1,1.9033000469207764,49,78,0,0,0,0
12,0,0,0,1,32,1024,0,1.8325999975204468,49,78,0,0,0,0
18,0,1,0,1,13,169,1,2.2571001052856445,36,78,0,0,0,0
8,0,0,0,1,34,1156,1,1.8562999963760376,47,78,0,0,0,0
9,0,0,1,0,16,256,0,-0.07800000160932541,30,78,0,0,0,0
16,0,0,0,1,8,64,0,1.6740000247955322,29,78,0,0,0,0
10,0,1,0,0,33,1089,0,1.6094000339508057,48,78,0,0,0,0
12,0,0,0,1,24,576,1,2.079400062561035,41,78,0,0,0,0
9,0,1,0,1,34,1156,1,1.8325999975204468,48,78,0,0,0,0
18,0,0,0,1,30,900,0,2.920799970626831,53,78,0,0,0,0
12,0,0,0,0,4,16,1,1.1394000053405762,21,78,0,0,0,0
16,0,1,1,1,5,25,0,1.8325999975204468,26,78,0,0,0,0
12,0,0,1,1,5,25,0,1.5841000080108643,22,78,0,0,0,0
10,0,0,0,1,44,1936,1,2.0820000171661377,59,78,0,0,0,0
11,0,0,0,0,8,64,0,1.704699993133545,24,78,0,0,0,0
12,0,0,1,1,26,676,0,1.8244999647140503,43,78,0,0,0,0
14,0,0,0,1,37,1369,0,1.992400050163269,56,78,0,0,0,0
12,0,1,1,0,20,400,0,1.0296000242233276,37,78,0,0,0,0
16,0,1,0,1,16,256,1,2.2558000087738037,37,78,0,0,0,0
12,0,0,0,1,14,196,0,2.3025999069213867,31,78,0,0,0,0
10,0,0,1,0,15,225,1,1.6375999450683594,30,78,0,0,0,0
12,0,0,0,0,3,9,1,1.5841000080108643,20,78,0,0,0,0
16,0,0,0,1,11,121,0,2.176800012588501,32,78,0,0,0,0
8,0,0,0,1,40,1600,1,1.8325999975204468,53,78,0,0,0,0
12,0,0,1,0,21,441,0,2.407900094985962,38,78,0,0,0,0
13,0,0,0,1,3,9,0,1.9636000394821167,21,78,0,0,0,0
12,0,0,1,0,17,289,0,1.9740999937057495,34,78,0,0,0,0
12,0,0,0,0,6,36,0,1.4350999593734741,23,78,0,0,0,0
11,1,1,0,1,28,784,1,2.079400062561035,44,78,0,0,0,0
12,1,0,1,1,6,36,0,1.2039999961853027,23,78,0,0,0,0
14,1,0,1,0,4,16,0,1.2527999877929688,23,78,0,0,0,0
12,1,0,0,1,41,1681,0,2.169100046157837,58,78,0,0,0,0
12,1,0,0,0,16,256,1,2.014899969100952,33,78,0,0,0,0
12,1,0,1,1,6,36,0,0.4519999921321869,23,78,0,0,0,0
12,1,0,0,1,39,1521,1,2.079400062561035,56,78,0,0,0,0
10,1,0,0,1,15,225,0,1.6928000450134277,30,78,0,0,0,0
12,1,0,1,1,18,324,0,1.4325000047683716,35,78,0,0,0,0
15,1,0,0,1,7,49,0,1.492900013923645,27,78,0,0,0,0
16,1,0,0,1,36,1296,0,1.1394000053405762,57,78,0,0,0,0
14,1,0,1,1,6,36,0,1.7237000465393066,25,78,0,0,0,0
12,1,1,1,0,13,169,0,1.5261000394821167,30,78,0,0,0,0
13,1,0,0,0,2,4,0,1.0986000299453735,20,78,0,0,0,0
5,1,0,0,1,50,2500,0,1.1575000286102295,60,78,0,0,0,0
12,1,0,1,1,21,441,0,1.5580999851226807,38,78,0,0,0,0
12,1,0,0,1,28,784,0,1.2935999631881714,45,78,0,0,0,0
12,1,0,0,1,12,144,1,1.4759000539779663,29,78,0,0,0,0
15,1,1,1,1,29,841,0,1.280900001525879,49,78,0,0,0,0
12,1,0,0,1,7,49,0,1.386299967765808,24,78,0,0,0,0
12,1,0,0,1,22,484,0,2.120300054550171,39,78,0,0,0,0
12,1,1,1,0,11,121,0,1.348099946975708,28,78,0,0,0,0
12,0,0,1,0,40,1600,0,1.5217000246047974,57,78,0,0,0,0
12,0,0,0,1,31,961,0,1.531499981880188,48,78,0,0,0,0
12,0,0,1,1,10,100,0,1.4213999509811401,27,78,0,0,0,0
16,0,0,0,1,9,81,0,1.9809999465942383,30,78,0,0,0,0
12,0,1,1,1,10,100,1,1.4469000101089478,27,78,0,0,0,0
15,0,0,0,1,42,1764,0,3.132200002670288,62,78,0,0,0,0
12,0,0,1,1,45,2025,0,0.8873000144958496,62,78,0,0,0,0
17,0,0,0,1,8,64,1,2.3513998985290527,30,78,0,0,0,0
15,0,0,0,1,32,1024,0,2.169100046157837,52,78,0,0,0,0
14,0,0,0,0,1,1,0,1.2527999877929688,20,78,0,0,0,0
12,0,0,1,1,17,289,0,1.4270999431610107,34,78,0,0,0,0
14,0,0,0,1,10,100,0,1.7404999732971191,29,78,0,0,0,0
12,0,0,0,1,18,324,1,2.226599931716919,35,78,0,0,0,0
12,0,0,1,0,10,100,1,0.9675999879837036,27,78,0,0,0,0
12,0,0,0,1,29,841,1,1.8325999975204468,46,78,0,0,0,0
12,0,0,1,0,39,1521,0,1.6094000339508057,56,78,0,0,0,0
12,0,0,1,1,31,961,0,1.1786999702453613,48,78,0,0,0,0
10,0,0,0,1,18,324,1,2.251300096511841,33,78,0,0,0,0
12,0,1,1,1,14,196,1,2.014899969100952,31,78,0,0,0,0
12,0,0,1,1,8,64,0,1.0116000175476074,25,78,0,0,0,0
12,1,0,0,0,9,81,0,1.6094000339508057,26,78,0,0,0,0
16,1,0,1,0,3,9,0,1.0296000242233276,24,78,0,0,0,0
9,1,1,1,1,24,576,0,0.9746000170707703,38,78,0,0,0,0
7,1,0,1,1,21,441,0,0.8108999729156494,33,78,0,0,0,0
12,1,0,0,1,15,225,0,1.2878999710083008,32,78,0,0,0,0
18,1,0,0,0,2,4,0,1.8005000352859497,25,78,0,0,0,0
16,1,1,1,0,12,144,0,1.0986000299453735,33,78,0,0,0,0
12,1,1,1,1,7,49,0,1.1938999891281128,24,78,0,0,0,0
9,1,1,1,0,33,1089,0,1.3217999935150146,47,78,0,0,0,0
