male,educ,wage,swage,exper,pexper,lwage,expersq,highgrad,college,grad,polytech,highdrop,lswage,pexpersq,mleeduc,mleeduc0
0,16,23250,15750,14,1,10.054059982299805,196,0,1,0,0,0,9.664595603942871,1,0,0
0,12,33900,12000,14,2,10.431170463562012,196,1,0,0,0,0,9.392662048339844,4,0,0
0,15,25650,14250,14,9,10.152298927307129,196,0,0,0,1,0,9.564512252807617,81,0,0
1,16,40200,21000,14,1,10.601622581481934,196,0,1,0,0,0,9.952278137207031,1,16,2
1,19,55500,33750,14,11,10.924138069152832,196,0,0,1,0,0,10.426735877990723,121,19,5
1,15,26550,15000,14,9,10.186784744262695,196,0,0,0,1,0,9.615805625915527,81,15,1
1,15,50550,19500,14,8,10.830718040466309,196,0,0,0,1,0,9.878170013427734,64,15,1
1,19,75000,31500,14,2,11.22524356842041,196,0,0,1,0,0,10.357743263244629,4,19,5
0,8,27450,12000,14,2,10.220121383666992,196,0,0,0,0,1,9.392662048339844,4,0,0
0,12,22650,11250,14,0,10.027915000915527,196,1,0,0,0,0,9.328123092651367,0,0,0
0,12,27300,11250,14,1,10.214641571044922,196,1,0,0,0,0,9.328123092651367,1,0,0
0,12,27750,11225,14,1,10.23099136352539,196,1,0,0,0,0,9.325899124145508,1,0,0
0,16,54375,18750,14,14,10.90365982055664,196,0,1,0,0,0,9.838949203491211,196,0,0
0,12,40800,18000,14,1,10.616436958312988,196,1,0,0,0,0,9.798127174377441,1,0,0
0,12,23100,10950,14,0,10.047588348388672,196,1,0,0,0,0,9.301095008850098,0,0,0
0,8,22500,10950,14,1,10.021270751953125,196,0,0,0,0,1,9.301095008850098,1,0,0
0,12,26700,11550,14,3,10.192419052124023,196,1,0,0,0,0,9.354440689086914,9,0,0
0,12,24900,11250,14,0,10.122623443603516,196,1,0,0,0,0,9.328123092651367,0,0,0
0,12,19650,10950,14,2,9.885832786560059,196,1,0,0,0,0,9.301095008850098,4,0,0
0,12,22050,10950,14,2,10.001068115234375,196,1,0,0,0,0,9.301095008850098,4,0,0
0,12,25500,12000,14,2,10.14643383026123,196,1,0,0,0,0,9.392662048339844,4,0,0
0,15,28200,12750,14,3,10.247076988220215,196,0,0,0,1,0,9.453286170959473,9,0,0
0,12,23100,11250,14,2,10.047588348388672,196,1,0,0,0,0,9.328123092651367,4,0,0
1,12,25500,11400,14,2,10.14643383026123,196,1,0,0,0,0,9.341368675231934,4,12,-2
0,8,17100,10200,14,0,9.746833801269531,196,0,0,0,0,1,9.230142593383789,0,0,0
1,18,68125,32490,14,5,11.12909984588623,196,0,0,1,0,0,10.388688087463379,25,18,4
1,19,52125,27480,14,38,10.86139965057373,196,0,0,1,0,0,10.221213340759277,1444,19,5
1,19,61875,36750,14,35,11.03287124633789,196,0,0,1,0,0,10.511893272399902,1225,19,5
1,8,21300,11550,14,4,9.966462135314941,196,0,0,0,0,1,9.354440689086914,16,8,-6
0,12,19650,11250,14,1,9.885832786560059,196,1,0,0,0,0,9.328123092651367,1,0,0
0,12,22350,11250,14,1,10.014581680297852,196,1,0,0,0,0,9.328123092651367,1,0,0
0,12,23400,11250,14,3,10.060491561889648,196,1,0,0,0,0,9.328123092651367,9,0,0
0,12,24300,10950,14,1,10.098231315612793,196,1,0,0,0,0,9.301095008850098,1,0,0
0,12,28500,11250,14,1,10.257658958435059,196,1,0,0,0,0,9.328123092651367,1,0,0
0,12,19950,11250,14,1,9.900984764099121,196,1,0,0,0,0,9.328123092651367,1,0,0
0,12,23400,11250,14,0,10.060491561889648,196,1,0,0,0,0,9.328123092651367,0,0,0
0,16,34500,17250,14,1,10.448714256286621,196,0,1,0,0,0,9.75556755065918,1,0,0
0,12,18150,10950,14,0,9.806426048278809,196,1,0,0,0,0,9.301095008850098,0,0,0
1,15,40200,17250,14,7,10.601622581481934,196,0,0,0,1,0,9.75556755065918,49,15,1
1,15,27750,16500,14,10,10.23099136352539,196,0,0,0,1,0,9.711115837097168,100,15,1
1,18,66875,31980,14,5,11.110580444335938,196,0,0,1,0,0,10.372865676879883,25,18,4
1,16,83750,21750,14,2,11.335591316223145,196,0,1,0,0,0,9.9873685836792,4,16,2
1,12,33900,16500,14,16,10.431170463562012,196,1,0,0,0,0,9.711115837097168,256,12,-2
1,16,56500,21000,14,2,10.941995620727539,196,0,1,0,0,0,9.952278137207031,4,16,2
0,16,43000,17490,14,3,10.66895580291748,196,0,1,0,0,0,9.769384384155273,9,0,0
0,8,20850,12000,14,12,9.945109367370605,196,0,0,0,0,1,9.392662048339844,144,0,0
0,12,24450,12000,14,1,10.104385375976562,196,1,0,0,0,0,9.392662048339844,1,0,0
0,12,24750,10950,14,1,10.116580963134766,196,1,0,0,0,0,9.301095008850098,1,0,0
1,14,27900,15000,14,8,10.236381530761719,196,0,0,0,1,0,9.615805625915527,64,14,0
1,19,68125,32010,14,6,11.12909984588623,196,0,0,1,0,0,10.373804092407227,36,19,5
1,19,73500,33000,14,8,11.20504093170166,196,0,0,1,0,0,10.40426254272461,64,19,5
1,15,40050,25500,14,23,10.597884178161621,196,0,0,0,1,0,10.14643383026123,529,15,1
1,16,40350,19500,14,3,10.6053466796875,196,0,1,0,0,0,9.878170013427734,9,16,2
1,15,38700,23730,14,31,10.563594818115234,196,0,0,0,1,0,10.074495315551758,961,15,1
1,17,65000,30750,14,5,11.08214282989502,196,0,0,1,0,0,10.33364486694336,25,17,3
1,18,51450,36240,14,26,10.848365783691406,196,0,0,1,0,0,10.497919082641602,676,18,4
1,14,25950,15000,14,9,10.16392707824707,196,0,0,0,1,0,9.615805625915527,81,14,0
1,15,25050,14250,14,4,10.128628730773926,196,0,0,0,1,0,9.564512252807617,16,15,1
1,12,26700,12750,14,4,10.192419052124023,196,1,0,0,0,0,9.453286170959473,16,12,-2
1,12,26850,15000,14,8,10.198020935058594,196,1,0,0,0,0,9.615805625915527,64,12,-2
0,12,23400,15300,14,36,10.060491561889648,196,1,0,0,0,0,9.635607719421387,1296,0,0
0,12,24600,13500,14,8,10.110501289367676,196,1,0,0,0,0,9.510444641113281,64,0,0
0,15,32550,18000,14,1,10.390532493591309,196,0,0,0,1,0,9.798127174377441,1,0,0
1,16,26550,15000,14,18,10.186784744262695,196,0,1,0,0,0,9.615805625915527,324,16,2
1,12,31500,13500,14,1,10.357743263244629,196,1,0,0,0,0,9.510444641113281,1,12,-2
0,15,25800,13500,14,9,10.158129692077637,196,0,0,0,1,0,9.510444641113281,81,0,0
1,15,30750,16500,13,7,10.33364486694336,169,0,0,0,1,0,9.711115837097168,49,15,1
1,15,34500,18000,13,11,10.448714256286621,169,0,0,0,1,0,9.798127174377441,121,15,1
1,15,26250,15750,13,7,10.175421714782715,169,0,0,0,1,0,9.664595603942871,49,15,1
1,16,44875,21240,13,4,10.711636543273926,169,0,1,0,0,0,9.963641166687012,16,16,2
0,12,22500,12000,13,11,10.021270751953125,169,1,0,0,0,0,9.392662048339844,121,0,0
0,12,25650,14250,13,11,10.152298927307129,169,1,0,0,0,0,9.564512252807617,121,0,0
0,12,21300,11250,13,0,9.966462135314941,169,1,0,0,0,0,9.328123092651367,0,0,0
0,12,29850,13500,13,7,10.303939819335938,169,1,0,0,0,0,9.510444641113281,49,0,0
0,12,34500,12150,13,1,10.448714256286621,169,1,0,0,0,0,9.405084609985352,1,0,0
1,15,27750,15000,13,9,10.23099136352539,169,0,0,0,1,0,9.615805625915527,81,15,1
1,12,27750,11550,13,2,10.23099136352539,169,1,0,0,0,0,9.354440689086914,4,12,-2
1,16,48750,21990,13,11,10.79446029663086,169,0,1,0,0,0,9.998343467712402,121,16,2
1,15,43410,15750,13,2,10.678444862365723,169,0,0,0,1,0,9.664595603942871,4,15,1
0,12,22050,12000,13,1,10.001068115234375,169,1,0,0,0,0,9.392662048339844,1,0,0
0,12,22500,14250,13,16,10.021270751953125,169,1,0,0,0,0,9.564512252807617,256,0,0
0,15,25500,12000,13,1,10.14643383026123,169,0,0,0,1,0,9.392662048339844,1,0,0
0,12,29160,15000,13,4,10.280552864074707,169,1,0,0,0,0,9.615805625915527,16,0,0
0,8,16800,10200,13,13,9.729134559631348,169,0,0,0,0,1,9.230142593383789,169,0,0
1,8,29550,15750,13,25,10.293839454650879,169,0,0,0,0,1,9.664595603942871,625,8,-6
1,12,26700,15750,13,3,10.192419052124023,169,1,0,0,0,0,9.664595603942871,9,12,-2
1,18,55000,32490,13,22,10.915088653564453,169,0,0,1,0,0,10.388688087463379,484,18,4
1,18,62500,34980,13,13,11.042922019958496,169,0,0,1,0,0,10.462532043457031,169,18,4
1,15,27300,17250,13,23,10.214641571044922,169,0,0,0,1,0,9.75556755065918,529,15,1
0,12,24450,12000,13,25,10.104385375976562,169,1,0,0,0,0,9.392662048339844,625,0,0
0,16,33000,18000,13,5,10.40426254272461,169,0,1,0,0,0,9.798127174377441,25,0,0
0,15,37050,18000,13,1,10.520023345947266,169,0,0,0,1,0,9.798127174377441,1,0,0
0,12,24450,10950,13,6,10.104385375976562,169,1,0,0,0,0,9.301095008850098,36,0,0
1,16,47250,21240,13,8,10.763208389282227,169,0,1,0,0,0,9.963641166687012,64,16,2
0,12,26100,11550,13,0,10.169690132141113,169,1,0,0,0,0,9.354440689086914,0,0,0
0,8,15900,10200,13,7,9.674074172973633,169,0,0,0,0,1,9.230142593383789,49,0,0
0,12,24450,14250,13,20,10.104385375976562,169,1,0,0,0,0,9.564512252807617,400,0,0
1,16,103500,60000,13,26,11.547327041625977,169,0,1,0,0,0,11.002099990844727,676,16,2
1,12,35700,16500,13,13,10.482906341552734,169,1,0,0,0,0,9.711115837097168,169,12,-2
0,12,22200,16500,13,1,10.007847785949707,169,1,0,0,0,0,9.711115837097168,1,0,0
0,15,22950,13950,13,4,10.041072845458984,169,0,0,0,1,0,9.543234825134277,16,0,0
0,12,23100,12000,13,40,10.047588348388672,169,1,0,0,0,0,9.392662048339844,1600,0,0
0,16,56750,30000,13,3,10.9464111328125,169,0,1,0,0,0,10.308952331542969,9,0,0
0,12,37650,15750,13,23,10.536087989807129,169,1,0,0,0,0,9.664595603942871,529,0,0
0,12,27900,13500,13,6,10.236381530761719,169,1,0,0,0,0,9.510444641113281,36,0,0
0,8,21150,12000,13,28,9.959395408630371,169,0,0,0,0,1,9.392662048339844,784,0,0
1,12,31200,15750,13,27,10.348173141479492,169,1,0,0,0,0,9.664595603942871,729,12,-2
0,12,20550,11250,13,27,9.93061637878418,169,1,0,0,0,0,9.328123092651367,729,0,0
1,15,25950,17250,13,14,10.16392707824707,169,0,0,0,1,0,9.75556755065918,196,15,1
1,15,28350,15000,13,8,10.252382278442383,169,0,0,0,1,0,9.615805625915527,64,15,1
0,8,17700,10200,13,32,9.781319618225098,169,0,0,0,0,1,9.230142593383789,1024,0,0
0,15,23550,13500,13,9,10.06688117980957,169,0,0,0,1,0,9.510444641113281,81,0,0
0,12,19950,10200,13,10,9.900984764099121,169,1,0,0,0,0,9.230142593383789,100,0,0
0,12,29400,15300,13,5,10.288749694824219,169,1,0,0,0,0,9.635607719421387,25,0,0
0,12,28800,13950,13,3,10.2681303024292,169,1,0,0,0,0,9.543234825134277,9,0,0
1,16,35700,18000,13,24,10.482906341552734,169,0,1,0,0,0,9.798127174377441,576,16,2
0,12,17400,10200,13,20,9.764225959777832,169,1,0,0,0,0,9.230142593383789,400,0,0
0,8,21450,10200,13,34,9.973480224609375,169,0,0,0,0,1,9.230142593383789,1156,0,0
0,12,24750,12000,13,12,10.116580963134766,169,1,0,0,0,0,9.392662048339844,144,0,0
0,12,26100,13500,13,29,10.169690132141113,169,1,0,0,0,0,9.510444641113281,841,0,0
1,14,28050,15000,12,3,10.241744041442871,144,0,0,0,1,0,9.615805625915527,9,14,0
0,16,36600,18000,12,2,10.507803916931152,144,0,1,0,0,0,9.798127174377441,4,0,0
0,16,58125,18000,12,2,10.970351219177246,144,0,1,0,0,0,9.798127174377441,4,0,0
1,12,22500,16500,12,38,10.021270751953125,144,1,0,0,0,0,9.711115837097168,1444,12,-2
1,15,29400,15750,12,3,10.288749694824219,144,0,0,0,1,0,9.664595603942871,9,15,1
1,12,27450,14700,12,7,10.220121383666992,144,1,0,0,0,0,9.595602989196777,49,12,-2
1,15,29850,15750,12,8,10.303939819335938,144,0,0,0,1,0,9.664595603942871,64,15,1
1,15,25350,15750,12,10,10.140534400939941,144,0,0,0,1,0,9.664595603942871,100,15,1
0,8,19650,13050,12,18,9.885832786560059,144,0,0,0,0,1,9.476543426513672,324,0,0
0,12,21000,13500,12,14,9.952278137207031,144,1,0,0,0,0,9.510444641113281,196,0,0
1,17,27000,18000,12,33,10.203592300415039,144,0,0,1,0,0,9.798127174377441,1089,17,3
1,12,24000,15750,12,21,10.085808753967285,144,1,0,0,0,0,9.664595603942871,441,12,-2
1,17,78500,28740,12,12,11.270853996276855,144,0,0,1,0,0,10.266045570373535,144,17,3
0,12,20850,13050,12,22,9.945109367370605,144,1,0,0,0,0,9.476543426513672,484,0,0
1,8,28500,15750,12,30,10.257658958435059,144,0,0,0,0,1,9.664595603942871,900,8,-6
1,19,65000,31980,12,13,11.08214282989502,144,0,0,1,0,0,10.372865676879883,169,19,5
1,14,30150,16500,12,19,10.313940048217773,144,0,0,0,1,0,9.711115837097168,361,14,0
1,19,66875,32490,12,14,11.110580444335938,144,0,0,1,0,0,10.388688087463379,196,19,5
0,15,24150,13500,12,1,10.092040061950684,144,0,0,0,1,0,9.510444641113281,1,0,0
0,12,24450,12450,12,2,10.104385375976562,144,1,0,0,0,0,9.429475784301758,4,0,0
0,12,21600,12000,12,0,9.980448722839355,144,1,0,0,0,0,9.392662048339844,0,0,0
0,12,27900,12450,12,0,10.236381530761719,144,1,0,0,0,0,9.429475784301758,0,0,0
0,8,29100,12450,12,3,10.278493881225586,144,0,0,0,0,1,9.429475784301758,9,0,0
0,12,22650,11250,12,0,10.027915000915527,144,1,0,0,0,0,9.328123092651367,0,0,0
0,12,20850,11250,12,0,9.945109367370605,144,1,0,0,0,0,9.328123092651367,0,0,0
0,12,22950,12300,12,1,10.041072845458984,144,1,0,0,0,0,9.417354583740234,1,0,0
0,12,30600,12450,12,1,10.328755378723145,144,1,0,0,0,0,9.429475784301758,1,0,0
0,12,20400,11250,12,0,9.923290252685547,144,1,0,0,0,0,9.328123092651367,0,0,0
0,12,23850,12750,12,3,10.07953929901123,144,1,0,0,0,0,9.453286170959473,9,0,0
0,12,22800,11250,12,0,10.034515380859375,144,1,0,0,0,0,9.328123092651367,0,0,0
0,12,20700,11250,12,0,9.937889099121094,144,1,0,0,0,0,9.328123092651367,0,0,0
0,12,21300,11250,12,1,9.966462135314941,144,1,0,0,0,0,9.328123092651367,1,0,0
0,12,24300,15000,12,21,10.098231315612793,144,1,0,0,0,0,9.615805625915527,441,0,0
0,12,19650,13950,12,23,9.885832786560059,144,1,0,0,0,0,9.543234825134277,529,0,0
1,17,60000,32490,12,3,11.002099990844727,144,0,0,1,0,0,10.388688087463379,9,17,3
1,15,30300,15750,12,10,10.318902969360352,144,0,0,0,1,0,9.664595603942871,100,15,1
1,19,61250,33000,12,2,11.022719383239746,144,0,0,1,0,0,10.40426254272461,4,19,5
1,19,36000,19500,12,4,10.491273880004883,144,0,0,1,0,0,9.878170013427734,16,19,5
0,12,16200,10200,12,31,9.692766189575195,144,1,0,0,0,0,9.230142593383789,961,0,0
0,12,22800,11250,12,0,10.034515380859375,144,1,0,0,0,0,9.328123092651367,0,0,0
0,16,43500,19500,12,2,10.680516242980957,144,0,1,0,0,0,9.878170013427734,4,0,0
1,8,30300,15750,12,27,10.318902969360352,144,0,0,0,0,1,9.664595603942871,729,8,-6
1,15,31950,15750,12,12,10.371927261352539,144,0,0,0,1,0,9.664595603942871,144,15,1
1,15,35250,13500,12,1,10.470220565795898,144,0,0,0,1,0,9.510444641113281,1,15,1
1,15,37800,15000,12,6,10.540064811706543,144,0,0,0,1,0,9.615805625915527,36,15,1
1,15,31200,15750,12,8,10.348173141479492,144,0,0,0,1,0,9.664595603942871,64,15,1
1,15,29400,16500,12,12,10.288749694824219,144,0,0,0,1,0,9.711115837097168,144,15,1
1,19,70000,35040,12,13,11.156250953674316,144,0,0,1,0,0,10.464245796203613,169,19,5
1,15,33900,15750,12,17,10.431170463562012,144,0,0,0,1,0,9.664595603942871,289,15,1
1,15,27150,16500,12,14,10.209132194519043,144,0,0,0,1,0,9.711115837097168,196,15,1
0,12,22200,13800,12,34,10.007847785949707,144,1,0,0,0,0,9.532423973083496,1156,0,0
0,15,31350,11100,12,8,10.3529691696167,144,0,0,0,1,0,9.31470012664795,64,0,0
0,12,20850,13500,12,31,9.945109367370605,144,1,0,0,0,0,9.510444641113281,961,0,0
1,16,33300,17490,12,21,10.413312911987305,144,0,1,0,0,0,9.769384384155273,441,16,2
1,8,26250,16050,12,17,10.175421714782715,144,0,0,0,0,1,9.683464050292969,289,8,-6
1,15,31950,15750,12,10,10.371927261352539,144,0,0,0,1,0,9.664595603942871,100,15,1
1,19,66250,34980,12,17,11.101190567016602,144,0,0,1,0,0,10.462532043457031,289,19,5
1,18,86250,45000,11,9,11.365005493164062,121,0,0,1,0,0,10.714417457580566,81,18,4
1,12,30750,15000,11,10,10.33364486694336,121,1,0,0,0,0,9.615805625915527,100,12,-2
1,12,33540,15750,11,8,10.420494079589844,121,1,0,0,0,0,9.664595603942871,64,12,-2
1,16,34950,20250,11,10,10.461673736572266,121,0,1,0,0,0,9.915909767150879,100,16,2
1,15,40350,16500,11,14,10.6053466796875,121,0,0,0,1,0,9.711115837097168,196,15,1
1,12,30270,15750,11,14,10.317912101745605,121,1,0,0,0,0,9.664595603942871,196,12,-2
1,15,32400,15000,11,11,10.385913848876953,121,0,0,0,1,0,9.615805625915527,121,15,1
0,12,20400,11250,11,0,9.923290252685547,121,1,0,0,0,0,9.328123092651367,0,0,0
0,8,24150,12750,11,17,10.092040061950684,121,0,0,0,0,1,9.453286170959473,289,0,0
0,15,23850,13500,11,21,10.07953929901123,121,0,0,0,1,0,9.510444641113281,441,0,0
0,12,29700,13500,11,5,10.29890251159668,121,1,0,0,0,0,9.510444641113281,25,0,0
0,12,24450,15750,11,15,10.104385375976562,121,1,0,0,0,0,9.664595603942871,225,0,0
1,15,28050,16500,11,15,10.241744041442871,121,0,0,0,1,0,9.711115837097168,225,15,1
1,16,100000,44100,11,22,11.512925148010254,121,0,1,0,0,0,10.694214820861816,484,16,2
1,15,49000,20550,11,15,10.799575805664062,121,0,0,0,1,0,9.93061637878418,225,15,1
0,12,16350,10200,11,28,9.701983451843262,121,1,0,0,0,0,9.230142593383789,784,0,0
1,16,70000,21750,11,3,11.156250953674316,121,0,1,0,0,0,9.9873685836792,9,16,2
1,19,55000,34980,11,22,10.915088653564453,121,0,0,1,0,0,10.462532043457031,484,19,5
1,15,28500,14250,11,3,10.257658958435059,121,0,0,0,1,0,9.564512252807617,9,15,1
1,12,28800,18000,11,37,10.2681303024292,121,1,0,0,0,0,9.798127174377441,1369,12,-2
1,19,90625,31250,11,3,11.414484977722168,121,0,0,1,0,0,10.349774360656738,9,19,5
1,16,43650,19500,11,3,10.683959007263184,121,0,1,0,0,0,9.878170013427734,9,16,2
1,19,75000,42510,11,9,11.22524356842041,121,0,0,1,0,0,10.65749454498291,81,19,5
1,15,31650,14250,11,2,10.362493515014648,121,0,0,0,1,0,9.564512252807617,4,15,1
1,19,61875,28740,11,5,11.03287124633789,121,0,0,1,0,0,10.266045570373535,25,19,5
0,12,21750,11250,11,0,9.9873685836792,121,1,0,0,0,0,9.328123092651367,0,0,0
