educ,cigpric,white,age,income,cigs,restaurn,lincome,agesq,lcigpric
10.0,59.185001373291016,1,64,20000,20,0,9.903487205505371,4096,4.080667972564697
10.0,58.263999938964844,1,62,8500,0,0,9.047821044921875,3844,4.064984321594238
12.0,58.694000244140625,1,47,20000,1,0,9.903487205505371,2209,4.072337627410889
10.0,58.08000183105469,1,52,30000,20,0,10.308952331542969,2704,4.061821460723877
13.5,58.57099914550781,0,32,12500,0,0,9.433484077453613,1024,4.070239543914795
16.0,58.448001861572266,1,26,20000,15,0,9.903487205505371,676,4.0681376457214355
18.0,59.553001403808594,1,35,20000,0,0,9.903487205505371,1225,4.086866855621338
16.0,57.71200180053711,1,35,30000,0,0,10.308952331542969,1225,4.055465221405029
10.0,59.0620002746582,1,24,12500,0,0,9.433484077453613,576,4.078587532043457
8.0,59.43000030517578,1,77,20000,1,0,9.903487205505371,5929,4.084799289703369
13.5,58.14099884033203,1,24,4500,20,0,8.411832809448242,576,4.062870979309082
8.0,53.32500076293945,1,63,20000,20,0,9.903487205505371,3969,3.976405382156372
18.0,53.04899978637695,0,58,20000,0,0,9.903487205505371,3364,3.9712159633636475
10.0,52.88800048828125,1,69,3500,0,0,8.160518646240234,4761,3.9681763648986816
13.5,54.38100051879883,0,62,12500,50,0,9.433484077453613,3844,3.9960148334503174
12.0,53.66999816894531,1,27,12500,0,0,9.433484077453613,729,3.982854127883911
13.5,53.04899978637695,1,30,20000,20,0,9.903487205505371,900,3.9712159633636475
10.0,52.79600143432617,1,51,30000,0,0,10.308952331542969,2601,3.966435432434082
12.0,53.11800003051758,1,32,12500,0,0,9.433484077453613,1024,3.972515821456909
10.0,52.819000244140625,1,51,30000,20,0,10.308952331542969,2601,3.9668710231781006
6.0,53.64699935913086,1,53,20000,0,0,9.903487205505371,2809,3.9824254512786865
13.5,53.50899887084961,0,20,20000,0,0,9.903487205505371,400,3.9798498153686523
13.5,53.27899932861328,0,22,12500,40,0,9.433484077453613,484,3.9755423069000244
16.0,52.819000244140625,1,24,30000,0,0,10.308952331542969,576,3.9668710231781006
12.0,53.25600051879883,1,23,6500,0,0,8.779557228088379,529,3.9751105308532715
12.0,52.819000244140625,1,65,30000,0,0,10.308952331542969,4225,3.9668710231781006
8.0,53.233001708984375,1,21,20000,20,0,9.903487205505371,441,3.9746785163879395
8.0,52.97999954223633,1,19,1500,0,0,7.313220500946045,361,3.969914436340332
10.0,53.50899887084961,1,24,12500,20,0,9.433484077453613,576,3.9798498153686523
12.0,53.32500076293945,1,34,20000,30,0,9.903487205505371,1156,3.976405382156372
10.0,52.819000244140625,1,54,8500,6,0,9.047821044921875,2916,3.9668710231781006
18.0,58.141998291015625,1,50,20000,15,0,9.903487205505371,2500,4.062888145446777
13.5,57.9119987487793,1,65,8500,20,0,9.047821044921875,4225,4.058924674987793
12.0,56.900001525878906,1,33,20000,20,0,9.903487205505371,1089,4.041295528411865
8.0,57.68199920654297,1,69,8500,0,0,9.047821044921875,4761,4.05494499206543
15.0,59.23500061035156,1,26,12500,30,0,9.433484077453613,676,4.081512451171875
8.0,57.68199920654297,1,69,8500,0,0,9.047821044921875,4761,4.05494499206543
12.0,56.900001525878906,1,59,30000,20,0,10.308952331542969,3481,4.041295528411865
12.0,57.676998138427734,1,35,12500,20,0,9.433484077453613,1225,4.054858684539795
6.0,58.37799835205078,1,54,8500,0,0,9.047821044921875,2916,4.066938877105713
13.5,55.59600067138672,0,28,12500,0,0,9.433484077453613,784,4.018111228942871
12.0,55.59600067138672,0,28,20000,15,0,9.903487205505371,784,4.018111228942871
10.0,45.28300094604492,1,77,3500,30,0,8.160518646240234,5929,3.812931776046753
12.0,44.058998107910156,1,64,20000,0,0,9.903487205505371,4096,3.785529613494873
10.0,45.56100082397461,1,52,4500,40,0,8.411832809448242,2704,3.819052219390869
10.0,45.28300094604492,1,21,1500,30,0,7.313220500946045,441,3.812931776046753
10.0,45.8390007019043,1,46,30000,0,0,10.308952331542969,2116,3.8251352310180664
12.0,45.22700119018555,1,24,20000,0,0,9.903487205505371,576,3.811694383621216
12.0,45.8390007019043,1,31,8500,30,0,9.047821044921875,961,3.8251352310180664
12.0,44.00400161743164,1,26,8500,0,0,9.047821044921875,676,3.78428053855896
10.0,45.784000396728516,1,79,4500,0,0,8.411832809448242,6241,3.82393479347229
12.0,46.520999908447266,1,53,30000,30,0,10.308952331542969,2809,3.8399038314819336
12.0,58.14899826049805,1,32,12500,40,0,9.433484077453613,1024,4.063008785247803
15.0,60.23500061035156,1,21,5500,0,0,8.612503051757812,441,4.0982537269592285
15.0,58.983001708984375,1,18,20000,0,0,9.903487205505371,324,4.077249526977539
13.5,59.428001403808594,1,30,12500,0,0,9.433484077453613,900,4.084765434265137
12.0,59.37200164794922,1,20,20000,15,0,9.903487205505371,400,4.083822727203369
8.0,56.90399932861328,1,69,12500,40,0,9.433484077453613,4761,4.041365623474121
8.0,58.053001403808594,1,59,30000,20,0,10.308952331542969,3481,4.061356544494629
12.0,57.069000244140625,1,56,30000,30,0,10.308952331542969,3136,4.0442609786987305
18.0,57.17900085449219,1,43,30000,0,0,10.308952331542969,1849,4.046186923980713
10.0,57.433998107910156,1,40,30000,40,0,10.308952331542969,1600,4.050636291503906
16.0,58.79499816894531,1,37,30000,0,0,10.308952331542969,1369,4.074056625366211
10.0,58.255001068115234,1,36,12500,0,0,9.433484077453613,1296,4.0648298263549805
13.5,58.79499816894531,1,28,30000,40,0,10.308952331542969,784,4.074056625366211
12.0,57.87099838256836,1,33,30000,0,0,10.308952331542969,1089,4.058216571807861
16.0,57.28799819946289,1,63,20000,0,0,9.903487205505371,3969,4.048090934753418
8.0,57.834999084472656,1,51,1500,20,0,7.313220500946045,2601,4.057594299316406
12.0,58.79499816894531,1,33,30000,10,0,10.308952331542969,1089,4.074056625366211
13.5,57.069000244140625,1,39,30000,0,0,10.308952331542969,1521,4.0442609786987305
12.0,57.762001037597656,1,21,20000,20,0,9.903487205505371,441,4.056331157684326
13.5,58.255001068115234,1,37,30000,0,0,10.308952331542969,1369,4.0648298263549805
18.0,58.8849983215332,1,70,30000,0,0,10.308952331542969,4900,4.075586318969727
12.0,57.87099838256836,1,20,30000,0,0,10.308952331542969,400,4.058216571807861
16.0,57.069000244140625,1,27,12500,0,0,9.433484077453613,729,4.0442609786987305
16.0,58.8849983215332,1,28,20000,4,0,9.903487205505371,784,4.075586318969727
16.0,66.76100158691406,1,30,20000,0,0,9.903487205505371,900,4.2011189460754395
13.5,65.76699829101562,1,52,20000,20,0,9.903487205505371,2704,4.186118125915527
18.0,65.1989974975586,1,24,12500,0,0,9.433484077453613,576,4.177443981170654
12.0,65.76699829101562,1,71,12500,0,0,9.433484077453613,5041,4.186118125915527
12.0,67.11499786376953,1,39,20000,50,0,9.903487205505371,1521,4.20640754699707
12.0,68.33499908447266,1,19,8500,10,0,9.047821044921875,361,4.224421977996826
13.5,66.9729995727539,1,21,20000,0,0,9.903487205505371,441,4.204289436340332
16.0,67.39900207519531,1,33,3500,0,0,8.160518646240234,1089,4.210630416870117
13.5,66.12200164794922,1,51,20000,0,0,9.903487205505371,2601,4.191501617431641
8.0,65.76699829101562,1,54,30000,20,0,10.308952331542969,2916,4.186118125915527
13.5,67.54100036621094,1,44,20000,25,0,9.903487205505371,1936,4.212734699249268
12.0,67.11499786376953,1,43,30000,0,0,10.308952331542969,1849,4.20640754699707
6.0,65.76699829101562,1,68,5500,0,0,8.612503051757812,4624,4.186118125915527
12.0,66.76100158691406,1,22,20000,0,0,9.903487205505371,484,4.2011189460754395
10.0,65.83799743652344,1,54,30000,40,0,10.308952331542969,2916,4.187197208404541
16.0,67.82499694824219,1,37,30000,30,0,10.308952331542969,1369,4.216930866241455
13.5,66.5479965209961,1,22,30000,15,0,10.308952331542969,484,4.19792366027832
18.0,58.38100051879883,1,65,30000,0,1,10.308952331542969,4225,4.066990375518799
12.0,60.2239990234375,1,30,30000,30,1,10.308952331542969,900,4.098071098327637
12.0,60.2239990234375,1,19,30000,2,1,10.308952331542969,361,4.098071098327637
15.0,60.3489990234375,1,35,30000,0,1,10.308952331542969,1225,4.100144386291504
10.0,59.986000061035156,1,59,30000,0,1,10.308952331542969,3481,4.09411096572876
12.0,58.20199966430664,1,18,1500,0,1,7.313220500946045,324,4.063919544219971
12.0,58.262001037597656,1,44,20000,20,1,9.903487205505371,1936,4.064949989318848
16.0,58.85599899291992,1,37,20000,0,1,9.903487205505371,1369,4.075093746185303
12.0,60.52199935913086,1,37,12500,20,1,9.433484077453613,1369,4.103006839752197
12.0,58.20199966430664,1,19,500,0,1,6.214608192443848,361,4.063919544219971
12.0,58.974998474121094,1,25,20000,0,1,9.903487205505371,625,4.077113628387451
16.0,58.91600036621094,0,31,12500,20,1,9.433484077453613,961,4.076112747192383
12.0,59.986000061035156,1,19,30000,0,1,10.308952331542969,361,4.09411096572876
10.0,58.499000549316406,1,18,30000,0,1,10.308952331542969,324,4.069009780883789
16.0,59.867000579833984,1,28,20000,20,1,9.903487205505371,784,4.092125415802002
18.0,58.38100051879883,1,46,30000,0,1,10.308952331542969,2116,4.066990375518799
12.0,58.262001037597656,1,27,20000,0,1,9.903487205505371,729,4.064949989318848
12.0,57.845001220703125,1,58,20000,0,1,9.903487205505371,3364,4.057766914367676
12.0,60.52199935913086,1,19,30000,0,1,10.308952331542969,361,4.103006839752197
13.5,60.28300094604492,1,30,20000,3,1,9.903487205505371,900,4.099050045013428
13.5,58.73699951171875,1,58,30000,30,1,10.308952331542969,3364,4.073070049285889
6.0,58.02399826049805,1,42,20000,10,1,9.903487205505371,1764,4.060856819152832
13.5,58.08300018310547,1,45,30000,0,1,10.308952331542969,2025,4.061872959136963
10.0,60.43600082397461,1,18,12500,14,1,9.433484077453613,324,4.1015849113464355
12.0,60.55099868774414,0,40,30000,20,1,10.308952331542969,1600,4.103486061096191
13.5,59.986000061035156,1,66,8500,0,1,9.047821044921875,4356,4.09411096572876
12.0,60.2239990234375,1,64,8500,20,1,9.047821044921875,4096,4.098071098327637
12.0,59.986000061035156,0,43,30000,20,1,10.308952331542969,1849,4.09411096572876
10.0,60.55099868774414,1,53,30000,0,1,10.308952331542969,2809,4.103486061096191
16.0,58.797000885009766,1,36,30000,30,1,10.308952331542969,1296,4.074090957641602
13.5,60.49300003051758,1,43,20000,20,1,9.903487205505371,1849,4.102527618408203
18.0,59.56999969482422,1,25,12500,0,1,9.433484077453613,625,4.087152004241943
12.0,60.4640007019043,1,35,30000,0,1,10.308952331542969,1225,4.102047920227051
16.0,62.10200119018555,1,29,30000,0,1,10.308952331542969,841,4.128777980804443
12.0,62.46500015258789,1,18,3500,0,1,8.160518646240234,324,4.13460636138916
12.0,63.19900131225586,1,20,12500,0,1,9.433484077453613,400,4.1462883949279785
12.0,62.34400177001953,1,19,30000,0,1,10.308952331542969,361,4.132667541503906
10.0,62.948001861572266,1,17,30000,0,1,10.308952331542969,289,4.142309188842773
18.0,61.49800109863281,0,29,30000,20,1,10.308952331542969,841,4.119004726409912
8.0,61.45800018310547,1,65,12500,0,1,9.433484077453613,4225,4.118353843688965
12.0,61.49800109863281,1,42,20000,0,1,9.903487205505371,1764,4.119004726409912
16.0,63.25299835205078,1,32,30000,0,1,10.308952331542969,1024,4.14714241027832
18.0,62.948001861572266,1,36,30000,0,1,10.308952331542969,1296,4.142309188842773
16.0,63.25299835205078,1,57,30000,0,1,10.308952331542969,3249,4.14714241027832
12.0,62.46500015258789,1,31,12500,0,1,9.433484077453613,961,4.13460636138916
10.0,62.263999938964844,1,17,20000,0,1,9.903487205505371,289,4.131383419036865
10.0,62.948001861572266,0,17,20000,0,1,9.903487205505371,289,4.142309188842773
8.0,59.375999450683594,1,45,20000,8,0,9.903487205505371,2025,4.083889961242676
12.0,59.62099838256836,1,19,30000,10,0,10.308952331542969,361,4.088007926940918
8.0,54.3380012512207,1,74,5500,0,0,8.612503051757812,5476,3.9952237606048584
12.0,53.65299987792969,1,46,30000,25,0,10.308952331542969,2116,3.982537269592285
13.5,54.92499923706055,1,27,30000,0,0,10.308952331542969,729,4.0059685707092285
12.0,56.29399871826172,1,66,20000,0,0,9.903487205505371,4356,4.030588150024414
16.0,54.92499923706055,1,44,30000,0,0,10.308952331542969,1936,4.0059685707092285
12.0,55.02199935913086,1,33,30000,0,0,10.308952331542969,1089,4.00773286819458
12.0,54.141998291015625,1,64,20000,0,0,9.903487205505371,4096,3.991610288619995
13.5,57.48500061035156,1,54,30000,1,0,10.308952331542969,2916,4.0515241622924805
10.0,57.584999084472656,0,27,12500,30,0,9.433484077453613,729,4.053262233734131
6.0,57.48500061035156,1,75,4500,0,0,8.411832809448242,5625,4.0515241622924805
10.0,53.262001037597656,1,19,8500,0,0,9.047821044921875,361,3.9752230644226074
6.0,56.979000091552734,1,69,2500,20,0,7.8240461349487305,4761,4.042682647705078
12.0,55.707000732421875,1,30,8500,0,0,9.047821044921875,900,4.020105838775635
12.0,56.097999572753906,1,64,12500,0,0,9.433484077453613,4096,4.027100086212158
13.5,57.33599853515625,1,37,30000,0,0,10.308952331542969,1369,4.048928737640381
12.0,54.43600082397461,1,31,30000,0,0,10.308952331542969,961,3.997025728225708
12.0,57.584999084472656,1,30,20000,2,0,9.903487205505371,900,4.053262233734131
6.0,55.01499938964844,1,38,30000,0,1,10.308952331542969,1444,4.007606029510498
12.0,59.65299987792969,1,20,30000,0,1,10.308952331542969,400,4.0885443687438965
12.0,59.65299987792969,1,21,3500,20,1,8.160518646240234,441,4.0885443687438965
12.0,56.80400085449219,1,19,12500,0,1,9.433484077453613,361,4.03960657119751
18.0,58.4640007019043,1,71,12500,0,0,9.433484077453613,5041,4.068411350250244
10.0,63.10300064086914,1,49,20000,18,0,9.903487205505371,2401,4.144768238067627
10.0,55.167999267578125,1,42,8500,0,0,9.047821044921875,1764,4.010383129119873
8.0,55.00699996948242,1,54,12500,10,0,9.433484077453613,2916,4.007460594177246
13.5,55.167999267578125,1,24,20000,20,0,9.903487205505371,576,4.010383129119873
12.0,54.321998596191406,1,60,30000,0,0,10.308952331542969,3600,3.994929313659668
12.0,55.167999267578125,1,54,20000,0,0,9.903487205505371,2916,4.010383129119873
10.0,53.87900161743164,1,28,8500,20,0,9.047821044921875,784,3.986740827560425
8.0,64.99400329589844,1,67,12500,0,0,9.433484077453613,4489,4.174294948577881
12.0,65.55000305175781,1,56,20000,40,0,9.903487205505371,3136,4.1828131675720215
16.0,64.0479965209961,1,36,30000,0,0,10.308952331542969,1296,4.159632682800293
12.0,64.43800354003906,0,25,30000,0,0,10.308952331542969,625,4.165703773498535
13.5,65.8280029296875,1,34,20000,0,0,9.903487205505371,1156,4.187045097351074
10.0,65.6050033569336,1,20,20000,5,0,9.903487205505371,400,4.183651924133301
13.5,64.49299621582031,1,21,30000,10,0,10.308952331542969,441,4.1665568351745605
12.0,64.93800354003906,1,42,8500,0,0,9.047821044921875,1764,4.17343282699585
13.5,64.54900360107422,1,28,12500,20,0,9.433484077453613,784,4.16742467880249
18.0,65.43900299072266,1,29,20000,0,0,9.903487205505371,841,4.181118488311768
8.0,64.99400329589844,1,70,5500,20,0,8.612503051757812,4900,4.174294948577881
12.0,66.3280029296875,1,32,12500,30,0,9.433484077453613,1024,4.1946120262146
13.5,65.77200317382812,0,42,30000,40,0,10.308952331542969,1764,4.18619441986084
10.0,65.16100311279297,1,17,30000,30,0,10.308952331542969,289,4.17686128616333
12.0,66.78399658203125,1,24,20000,0,0,9.903487205505371,576,4.20146369934082
15.0,66.3280029296875,0,64,20000,0,0,9.903487205505371,4096,4.1946120262146
12.0,65.71700286865234,1,57,30000,60,0,10.308952331542969,3249,4.185357570648193
16.0,64.10399627685547,1,51,30000,0,0,10.308952331542969,2601,4.160506725311279
13.5,65.71700286865234,1,29,12500,18,0,9.433484077453613,841,4.185357570648193
10.0,64.43800354003906,1,66,6500,20,0,8.779557228088379,4356,4.165703773498535
13.5,64.38200378417969,1,62,30000,15,0,10.308952331542969,3844,4.164834022521973
16.0,66.3280029296875,1,29,30000,40,0,10.308952331542969,841,4.1946120262146
6.0,65.6050033569336,1,58,8500,0,0,9.047821044921875,3364,4.183651924133301
15.0,65.16100311279297,0,53,20000,0,0,9.903487205505371,2809,4.17686128616333
13.5,65.43900299072266,1,38,30000,0,0,10.308952331542969,1444,4.181118488311768
12.0,64.10399627685547,1,24,20000,0,0,9.903487205505371,576,4.160506725311279
8.0,66.38400268554688,1,59,20000,0,0,9.903487205505371,3481,4.195456027984619
16.0,66.21700286865234,1,30,30000,0,0,10.308952331542969,900,4.19293737411499
8.0,64.38200378417969,1,37,20000,0,0,9.903487205505371,1369,4.164834022521973
12.0,65.99500274658203,1,43,20000,0,0,9.903487205505371,1849,4.189579010009766
12.0,66.16200256347656,0,60,20000,0,0,9.903487205505371,3600,4.192106246948242
10.0,64.99400329589844,1,24,12500,40,0,9.433484077453613,576,4.174294948577881
12.0,64.54900360107422,1,60,12500,0,0,9.433484077453613,3600,4.16742467880249
8.0,62.040000915527344,1,82,4500,0,0,8.411832809448242,6724,4.127779483795166
12.0,64.19200134277344,1,61,20000,0,0,9.903487205505371,3721,4.16187858581543
10.0,64.50700378417969,1,66,30000,0,0,10.308952331542969,4356,4.166773796081543
15.0,61.849998474121094,1,33,30000,0,0,10.308952331542969,1089,4.124711990356445
10.0,64.56400299072266,1,26,20000,19,0,9.903487205505371,676,4.167656898498535
8.0,64.19200134277344,0,85,20000,20,0,9.903487205505371,7225,4.16187858581543
13.5,62.104000091552734,1,32,20000,0,0,9.903487205505371,1024,4.128810405731201
10.0,63.36899948120117,1,27,8500,0,0,9.047821044921875,729,4.148974895477295
12.0,64.12899780273438,1,30,30000,20,0,10.308952331542969,900,4.1608967781066895
12.0,62.67300033569336,1,30,5500,0,0,8.612503051757812,900,4.137930870056152
13.5,63.17900085449219,1,47,30000,0,0,10.308952331542969,2209,4.145971775054932
12.0,61.849998474121094,1,18,6500,0,0,8.779557228088379,324,4.124711990356445
12.0,62.41999816894531,0,20,6500,0,0,8.779557228088379,400,4.133885860443115
18.0,62.547000885009766,1,32,30000,0,0,10.308952331542969,1024,4.135918140411377
18.0,61.97700119018555,1,30,20000,0,0,9.903487205505371,900,4.126763343811035
10.0,63.68600082397461,1,17,20000,0,0,9.903487205505371,289,4.153964996337891
12.0,62.61000061035156,1,22,12500,10,0,9.433484077453613,484,4.136925220489502
13.5,61.7869987487793,1,43,30000,0,0,10.308952331542969,1849,4.123692989349365
10.0,63.305999755859375,1,56,20000,40,0,9.903487205505371,3136,4.147980213165283
6.0,61.97700119018555,1,64,6500,0,0,8.779557228088379,4096,4.126763343811035
6.0,62.92599868774414,1,76,12500,0,0,9.433484077453613,5776,4.141959190368652
12.0,64.00199890136719,1,28,12500,30,0,9.433484077453613,784,4.158914089202881
18.0,64.6510009765625,1,37,30000,0,0,10.308952331542969,1369,4.169003486633301
15.0,63.62200164794922,1,38,20000,0,0,9.903487205505371,1444,4.15295934677124
16.0,62.104000091552734,1,52,20000,20,0,9.903487205505371,2704,4.128810405731201
8.0,63.11600112915039,1,68,12500,0,0,9.433484077453613,4624,4.144974231719971
12.0,62.92599868774414,1,75,12500,0,0,9.433484077453613,5625,4.141959190368652
13.5,61.849998474121094,1,54,30000,20,0,10.308952331542969,2916,4.124711990356445
18.0,61.849998474121094,1,36,30000,40,0,10.308952331542969,1296,4.124711990356445
6.0,62.356998443603516,1,37,4500,0,0,8.411832809448242,1369,4.132875919342041
13.5,62.41999816894531,0,23,12500,28,0,9.433484077453613,529,4.133885860443115
6.0,64.19200134277344,1,36,6500,5,0,8.779557228088379,1296,4.16187858581543
10.0,63.11600112915039,1,44,30000,0,0,10.308952331542969,1936,4.144974231719971
18.0,64.19200134277344,0,56,20000,0,0,9.903487205505371,3136,4.16187858581543
10.0,64.31900024414062,1,64,12500,0,0,9.433484077453613,4096,4.163855075836182
13.5,62.9900016784668,1,45,30000,28,0,10.308952331542969,2025,4.142975807189941
12.0,61.7869987487793,1,56,30000,30,0,10.308952331542969,3136,4.123692989349365
8.0,63.17900085449219,1,62,30000,0,0,10.308952331542969,3844,4.145971775054932
15.0,62.79999923706055,1,62,12500,0,0,9.433484077453613,3844,4.139955043792725
16.0,64.56400299072266,1,52,30000,0,0,10.308952331542969,2704,4.167656898498535
10.0,63.11600112915039,1,18,30000,0,0,10.308952331542969,324,4.144974231719971
12.0,64.06500244140625,1,47,500,0,0,6.214608192443848,2209,4.159898281097412
18.0,63.17900085449219,1,52,30000,0,0,10.308952331542969,2704,4.145971775054932
12.0,64.12899780273438,1,18,20000,0,0,9.903487205505371,324,4.1608967781066895
13.5,64.06500244140625,1,26,12500,20,0,9.433484077453613,676,4.159898281097412
15.0,64.62200164794922,1,22,30000,0,0,10.308952331542969,484,4.168554782867432
6.0,63.11600112915039,1,65,6500,0,0,8.779557228088379,4225,4.144974231719971
12.0,63.875999450683594,1,38,20000,20,0,9.903487205505371,1444,4.1569437980651855
13.5,63.053001403808594,1,20,20000,0,0,9.903487205505371,400,4.143975734710693
16.0,62.040000915527344,1,41,20000,60,0,9.903487205505371,1681,4.127779483795166
16.0,63.305999755859375,1,28,20000,20,0,9.903487205505371,784,4.147980213165283
16.0,62.92599868774414,1,57,20000,0,0,9.903487205505371,3249,4.141959190368652
10.0,63.17900085449219,1,44,8500,7,0,9.047821044921875,1936,4.145971775054932
13.5,64.47799682617188,1,32,20000,0,0,9.903487205505371,1024,4.166324138641357
13.5,64.12899780273438,1,22,8500,15,0,9.047821044921875,484,4.1608967781066895
16.0,64.38200378417969,1,30,30000,0,0,10.308952331542969,900,4.164834022521973
16.0,62.41999816894531,1,30,12500,0,0,9.433484077453613,900,4.133885860443115
10.0,63.053001403808594,1,59,20000,40,0,9.903487205505371,3481,4.143975734710693
6.0,64.00199890136719,1,42,8500,0,0,9.047821044921875,1764,4.158914089202881
10.0,63.43299865722656,1,31,12500,20,0,9.433484077453613,961,4.149984359741211
12.0,63.36899948120117,1,39,20000,0,0,9.903487205505371,1521,4.148974895477295
8.0,63.68600082397461,1,65,12500,0,0,9.433484077453613,4225,4.153964996337891
10.0,62.104000091552734,0,78,12500,10,0,9.433484077453613,6084,4.128810405731201
10.0,63.62200164794922,0,17,4500,0,0,8.411832809448242,289,4.15295934677124
18.0,63.558998107910156,1,34,30000,0,0,10.308952331542969,1156,4.151968479156494
